user_id,category,calories,ingredients,preference
3,雞肉,低熱量,small,3
3,素食,低熱量,small,2
3,豬肉,低熱量,medium,5
3,牛肉,高熱量,master,5
3,海鮮,低熱量,medium,5
3,牛肉,高熱量,large,4
3,海鮮,低熱量,small,5
3,豬肉,低熱量,small,4
3,海鮮,高熱量,small,5
3,素食,低熱量,large,3
3,素食,低熱量,large,3
3,素食,低熱量,medium,5
3,素食,高熱量,medium,5
3,牛肉,低熱量,medium,5
3,豬肉,高熱量,master,5
4,素食,高熱量,medium,5
4,豬肉,高熱量,master,5
4,雞肉,低熱量,small,5
4,雞肉,高熱量,large,5
4,雞肉,低熱量,large,5
4,雞肉,高熱量,master,5
4,雞肉,低熱量,master,5
4,海鮮,低熱量,medium,4
4,豬肉,高熱量,large,5
4,素食,低熱量,small,5
4,素食,高熱量,master,5
4,素食,低熱量,small,5
4,素食,高熱量,small,4
4,海鮮,高熱量,large,4
4,牛肉,低熱量,large,5
4,豬肉,高熱量,master,5
4,雞肉,高熱量,large,5
4,牛肉,低熱量,large,5
4,素食,高熱量,large,5
4,牛肉,高熱量,small,2
4,豬肉,低熱量,master,5
4,雞肉,低熱量,medium,5
4,雞肉,高熱量,small,5
4,豬肉,高熱量,large,5
4,豬肉,低熱量,small,4
4,素食,低熱量,large,5
4,雞肉,高熱量,large,5
4,牛肉,低熱量,small,3
4,海鮮,高熱量,master,5
4,海鮮,高熱量,large,4
4,豬肉,高熱量,master,5
4,素食,高熱量,medium,5
4,海鮮,高熱量,large,4
4,雞肉,低熱量,master,5
4,豬肉,低熱量,master,5
4,牛肉,低熱量,medium,4
4,豬肉,低熱量,master,5
4,牛肉,高熱量,master,5
4,豬肉,高熱量,medium,4
4,豬肉,高熱量,large,5
4,豬肉,高熱量,master,5
4,牛肉,低熱量,master,5
4,牛肉,高熱量,master,5
4,豬肉,高熱量,small,3
4,海鮮,低熱量,medium,4
4,素食,低熱量,small,5
4,素食,低熱量,medium,5
4,素食,低熱量,large,5
4,牛肉,高熱量,large,4
4,牛肉,高熱量,master,5
4,海鮮,低熱量,medium,4
4,素食,高熱量,large,5
4,素食,高熱量,medium,5
4,豬肉,高熱量,large,5
4,牛肉,低熱量,small,3
4,素食,高熱量,large,5
4,海鮮,低熱量,small,3
4,海鮮,高熱量,large,4
4,素食,高熱量,master,5
4,牛肉,高熱量,small,2
4,海鮮,低熱量,large,5
4,豬肉,高熱量,master,5
4,海鮮,低熱量,small,3
4,雞肉,低熱量,master,5
4,雞肉,低熱量,medium,5
4,牛肉,高熱量,medium,3
4,素食,高熱量,small,4
4,牛肉,高熱量,large,4
4,牛肉,高熱量,small,2
4,牛肉,低熱量,master,5
4,牛肉,低熱量,large,5
4,豬肉,低熱量,medium,5
4,豬肉,高熱量,large,5
4,海鮮,低熱量,medium,4
4,雞肉,高熱量,large,5
4,牛肉,低熱量,large,5
4,海鮮,高熱量,large,4
4,雞肉,高熱量,master,5
4,素食,低熱量,master,5
4,豬肉,低熱量,small,4
4,雞肉,低熱量,small,5
4,素食,低熱量,medium,5
4,雞肉,高熱量,master,5
4,豬肉,低熱量,medium,5
4,豬肉,低熱量,small,4
4,海鮮,低熱量,medium,4
4,牛肉,高熱量,small,2
4,雞肉,高熱量,master,5
4,雞肉,低熱量,large,5
4,素食,高熱量,master,5
4,豬肉,低熱量,medium,5
4,雞肉,高熱量,medium,5
4,豬肉,高熱量,master,5
4,雞肉,高熱量,master,5
4,海鮮,高熱量,small,2
4,牛肉,低熱量,medium,4
4,雞肉,低熱量,medium,5
4,豬肉,低熱量,master,5
4,海鮮,高熱量,large,4
4,雞肉,低熱量,medium,5
5,雞肉,高熱量,large,3
5,雞肉,高熱量,large,3
5,素食,低熱量,medium,5
5,牛肉,高熱量,medium,5
5,海鮮,高熱量,medium,5
5,海鮮,高熱量,large,3
5,豬肉,高熱量,large,4
5,豬肉,低熱量,small,5
5,海鮮,低熱量,small,5
5,豬肉,低熱量,medium,5
5,素食,低熱量,master,5
5,海鮮,高熱量,master,2
5,豬肉,低熱量,large,5
5,海鮮,高熱量,large,3
5,牛肉,高熱量,large,5
5,雞肉,高熱量,medium,5
5,海鮮,高熱量,master,2
5,雞肉,高熱量,small,4
5,豬肉,低熱量,medium,5
5,雞肉,低熱量,small,5
5,海鮮,低熱量,small,5
5,牛肉,低熱量,medium,5
5,豬肉,高熱量,small,5
5,海鮮,低熱量,master,3
5,豬肉,高熱量,small,5
5,素食,低熱量,master,5
5,雞肉,高熱量,master,2
5,素食,高熱量,master,5
5,海鮮,低熱量,large,4
5,牛肉,高熱量,small,5
5,豬肉,高熱量,medium,5
5,雞肉,低熱量,medium,5
5,豬肉,高熱量,small,5
5,海鮮,低熱量,large,4
5,豬肉,低熱量,large,5
5,雞肉,低熱量,master,3
5,海鮮,高熱量,small,4
5,豬肉,高熱量,small,5
5,牛肉,高熱量,medium,5
5,海鮮,低熱量,small,5
5,海鮮,高熱量,large,3
5,牛肉,低熱量,small,5
5,素食,低熱量,medium,5
5,雞肉,高熱量,master,2
5,素食,低熱量,medium,5
5,豬肉,高熱量,medium,5
5,牛肉,高熱量,master,4
5,素食,高熱量,medium,5
5,海鮮,高熱量,medium,5
5,豬肉,高熱量,small,5
5,豬肉,低熱量,small,5
5,素食,低熱量,master,5
5,素食,低熱量,small,5
5,牛肉,高熱量,small,5
5,雞肉,高熱量,medium,5
5,素食,高熱量,large,5
5,素食,低熱量,small,5
5,海鮮,高熱量,large,3
5,豬肉,低熱量,small,5
5,雞肉,低熱量,small,5
5,海鮮,高熱量,master,2
5,牛肉,高熱量,master,4
5,牛肉,低熱量,master,5
5,素食,高熱量,large,5
5,素食,低熱量,medium,5
5,牛肉,高熱量,small,5
5,素食,高熱量,small,5
5,雞肉,低熱量,small,5
5,素食,高熱量,large,5
5,豬肉,低熱量,master,4
5,素食,高熱量,medium,5
5,海鮮,低熱量,large,4
5,雞肉,低熱量,master,3
5,海鮮,高熱量,large,3
5,海鮮,低熱量,medium,5
5,豬肉,高熱量,master,3
5,雞肉,高熱量,large,3
5,雞肉,高熱量,medium,5
5,雞肉,低熱量,small,5
5,雞肉,低熱量,medium,5
5,雞肉,高熱量,small,4
5,豬肉,高熱量,large,4
5,素食,低熱量,master,5
5,海鮮,高熱量,master,2
5,雞肉,高熱量,large,3
5,素食,低熱量,master,5
5,素食,高熱量,master,5
5,海鮮,低熱量,small,5
5,豬肉,高熱量,large,4
5,牛肉,低熱量,medium,5
5,牛肉,高熱量,small,5
5,素食,高熱量,large,5
5,海鮮,低熱量,small,5
5,牛肉,高熱量,medium,5
5,素食,低熱量,medium,5
5,豬肉,高熱量,large,4
5,牛肉,低熱量,medium,5
5,素食,低熱量,small,5
5,素食,低熱量,medium,5
5,雞肉,低熱量,small,5
6,雞肉,低熱量,small,5
6,雞肉,高熱量,small,4
6,素食,低熱量,large,5
6,牛肉,低熱量,master,5
6,海鮮,低熱量,small,5
6,雞肉,低熱量,large,5
6,豬肉,高熱量,master,3
6,素食,高熱量,medium,5
6,海鮮,低熱量,large,5
6,素食,低熱量,small,5
6,海鮮,高熱量,small,4
6,海鮮,低熱量,large,5
6,雞肉,高熱量,large,5
6,素食,低熱量,small,5
6,素食,高熱量,medium,5
6,豬肉,低熱量,master,4
6,豬肉,低熱量,medium,5
6,雞肉,高熱量,large,5
6,雞肉,低熱量,medium,4
6,牛肉,低熱量,small,5
6,豬肉,高熱量,large,5
6,海鮮,低熱量,master,3
6,素食,高熱量,small,5
6,雞肉,高熱量,small,4
6,素食,低熱量,master,5
6,素食,低熱量,master,5
6,牛肉,低熱量,medium,5
6,豬肉,低熱量,large,5
6,雞肉,低熱量,master,3
6,素食,低熱量,master,5
6,雞肉,低熱量,large,5
6,海鮮,高熱量,master,2
6,牛肉,低熱量,master,5
6,海鮮,高熱量,medium,3
6,雞肉,低熱量,small,5
6,雞肉,低熱量,small,5
6,豬肉,高熱量,small,5
6,素食,低熱量,small,5
6,素食,低熱量,master,5
6,海鮮,高熱量,large,5
6,牛肉,低熱量,large,5
6,素食,低熱量,medium,5
6,豬肉,低熱量,medium,5
6,海鮮,高熱量,master,2
6,海鮮,低熱量,large,5
6,豬肉,低熱量,large,5
6,牛肉,低熱量,small,5
6,豬肉,低熱量,master,4
6,牛肉,高熱量,master,4
6,豬肉,高熱量,small,5
6,豬肉,低熱量,master,4
6,雞肉,低熱量,master,3
6,海鮮,高熱量,medium,3
6,豬肉,高熱量,large,5
6,豬肉,低熱量,master,4
6,素食,高熱量,medium,5
6,海鮮,低熱量,large,5
6,素食,高熱量,small,5
6,海鮮,高熱量,medium,3
6,素食,高熱量,medium,5
6,豬肉,高熱量,large,5
6,豬肉,低熱量,small,5
6,雞肉,高熱量,medium,3
6,素食,高熱量,master,5
6,牛肉,低熱量,master,5
6,雞肉,高熱量,master,2
6,素食,高熱量,small,5
6,素食,低熱量,medium,5
6,雞肉,高熱量,master,2
6,豬肉,低熱量,small,5
6,素食,低熱量,master,5
6,豬肉,低熱量,large,5
6,雞肉,低熱量,medium,4
6,豬肉,高熱量,medium,4
6,海鮮,低熱量,small,5
6,牛肉,高熱量,small,5
6,素食,高熱量,medium,5
6,牛肉,高熱量,master,4
6,豬肉,高熱量,master,3
6,素食,高熱量,large,5
6,豬肉,高熱量,master,3
6,海鮮,高熱量,small,4
6,雞肉,高熱量,small,4
6,素食,高熱量,master,5
6,海鮮,高熱量,small,4
6,海鮮,低熱量,medium,4
6,素食,低熱量,medium,5
6,豬肉,低熱量,master,4
6,海鮮,高熱量,medium,3
6,牛肉,低熱量,medium,5
6,海鮮,低熱量,large,5
6,豬肉,低熱量,large,5
6,豬肉,高熱量,medium,4
6,牛肉,高熱量,master,4
6,海鮮,高熱量,large,5
6,豬肉,高熱量,small,5
6,素食,低熱量,small,5
6,雞肉,低熱量,small,5
6,雞肉,低熱量,master,3
6,雞肉,低熱量,medium,4
7,牛肉,高熱量,small,4
7,雞肉,低熱量,small,3
7,牛肉,低熱量,master,5
7,牛肉,低熱量,master,5
7,雞肉,高熱量,master,5
7,海鮮,低熱量,master,5
7,海鮮,高熱量,large,5
7,牛肉,高熱量,large,3
7,雞肉,低熱量,medium,4
7,海鮮,低熱量,master,5
7,雞肉,高熱量,large,3
7,雞肉,低熱量,small,3
7,雞肉,高熱量,master,5
7,豬肉,高熱量,medium,5
7,雞肉,低熱量,medium,4
7,豬肉,低熱量,medium,5
7,牛肉,高熱量,small,4
7,海鮮,高熱量,large,5
7,海鮮,高熱量,small,5
7,海鮮,高熱量,master,5
7,海鮮,低熱量,medium,5
7,海鮮,低熱量,small,5
7,海鮮,低熱量,small,5
7,海鮮,低熱量,large,4
7,牛肉,低熱量,large,2
7,雞肉,高熱量,medium,5
7,素食,低熱量,small,5
7,豬肉,低熱量,small,4
7,素食,低熱量,large,5
7,素食,低熱量,small,5
7,雞肉,低熱量,small,3
7,雞肉,高熱量,small,4
7,雞肉,高熱量,large,3
7,海鮮,高熱量,medium,5
7,牛肉,低熱量,master,5
7,海鮮,高熱量,medium,5
7,牛肉,高熱量,master,5
7,牛肉,低熱量,small,3
7,素食,低熱量,medium,5
7,素食,低熱量,master,5
7,牛肉,高熱量,large,3
7,牛肉,高熱量,large,3
7,海鮮,低熱量,medium,5
7,海鮮,低熱量,medium,5
7,素食,高熱量,small,5
7,雞肉,高熱量,medium,5
7,牛肉,低熱量,small,3
7,海鮮,低熱量,small,5
7,素食,高熱量,large,5
7,海鮮,低熱量,large,4
7,牛肉,高熱量,master,5
7,牛肉,高熱量,large,3
7,豬肉,高熱量,large,4
7,雞肉,高熱量,medium,5
7,豬肉,低熱量,large,3
7,素食,低熱量,master,5
7,海鮮,高熱量,medium,5
7,素食,高熱量,master,5
7,牛肉,高熱量,large,3
7,豬肉,高熱量,master,5
7,豬肉,高熱量,medium,5
7,豬肉,低熱量,small,4
7,素食,低熱量,master,5
7,牛肉,低熱量,master,5
7,海鮮,低熱量,medium,5
7,海鮮,高熱量,medium,5
7,素食,高熱量,master,5
7,豬肉,高熱量,large,4
7,雞肉,高熱量,master,5
7,素食,高熱量,medium,5
7,素食,低熱量,small,5
7,牛肉,高熱量,small,4
7,海鮮,低熱量,large,4
7,素食,低熱量,master,5
7,素食,低熱量,small,5
7,豬肉,低熱量,master,5
7,豬肉,高熱量,medium,5
7,雞肉,低熱量,small,3
7,牛肉,低熱量,large,2
7,雞肉,低熱量,medium,4
7,豬肉,高熱量,large,4
7,海鮮,高熱量,medium,5
7,豬肉,高熱量,small,5
7,牛肉,低熱量,large,2
7,豬肉,低熱量,large,3
7,牛肉,高熱量,medium,5
7,牛肉,低熱量,large,2
7,牛肉,高熱量,medium,5
7,牛肉,高熱量,medium,5
7,牛肉,低熱量,medium,4
7,海鮮,低熱量,medium,5
7,雞肉,低熱量,small,3
7,素食,低熱量,medium,5
7,雞肉,高熱量,master,5
7,牛肉,高熱量,large,3
7,海鮮,高熱量,master,5
7,豬肉,高熱量,small,5
7,海鮮,高熱量,master,5
7,牛肉,低熱量,large,2
7,海鮮,高熱量,master,5
8,豬肉,高熱量,large,5
8,雞肉,低熱量,large,3
8,海鮮,高熱量,small,5
8,牛肉,高熱量,medium,5
8,海鮮,高熱量,large,5
8,海鮮,低熱量,medium,5
8,雞肉,低熱量,medium,2
8,雞肉,高熱量,small,5
8,雞肉,高熱量,large,4
8,雞肉,高熱量,small,5
8,豬肉,高熱量,small,5
8,雞肉,高熱量,large,4
8,豬肉,低熱量,large,4
8,豬肉,高熱量,master,5
8,雞肉,低熱量,master,4
8,素食,高熱量,medium,3
8,牛肉,低熱量,large,5
8,海鮮,低熱量,master,5
8,豬肉,低熱量,medium,3
8,牛肉,低熱量,medium,4
8,素食,低熱量,medium,2
8,海鮮,低熱量,master,5
8,海鮮,高熱量,large,5
8,豬肉,低熱量,small,5
8,雞肉,高熱量,medium,3
8,素食,低熱量,master,4
8,豬肉,低熱量,master,5
8,素食,高熱量,small,5
8,雞肉,低熱量,small,5
8,雞肉,高熱量,master,5
8,豬肉,高熱量,large,5
8,雞肉,高熱量,small,5
8,牛肉,高熱量,master,5
8,海鮮,低熱量,small,5
8,豬肉,低熱量,large,4
8,素食,高熱量,medium,3
8,牛肉,低熱量,small,5
8,豬肉,低熱量,large,4
8,雞肉,高熱量,master,5
8,雞肉,低熱量,small,5
8,雞肉,高熱量,small,5
8,雞肉,高熱量,master,5
8,素食,低熱量,medium,2
8,牛肉,低熱量,master,5
8,海鮮,低熱量,small,5
8,素食,高熱量,master,5
8,素食,高熱量,large,4
8,海鮮,低熱量,master,5
8,海鮮,低熱量,small,5
8,雞肉,低熱量,master,4
8,素食,低熱量,medium,2
8,豬肉,高熱量,master,5
8,海鮮,低熱量,medium,5
8,海鮮,高熱量,large,5
8,牛肉,高熱量,medium,5
8,豬肉,低熱量,master,5
8,豬肉,低熱量,small,5
8,海鮮,低熱量,medium,5
8,雞肉,高熱量,large,4
8,牛肉,低熱量,medium,4
8,豬肉,低熱量,medium,3
8,海鮮,高熱量,medium,5
8,豬肉,低熱量,large,4
8,牛肉,高熱量,master,5
8,牛肉,低熱量,medium,4
8,素食,高熱量,medium,3
8,海鮮,低熱量,small,5
8,牛肉,低熱量,large,5
8,素食,高熱量,medium,3
8,素食,高熱量,large,4
8,豬肉,低熱量,medium,3
8,豬肉,高熱量,master,5
8,素食,高熱量,master,5
8,豬肉,高熱量,medium,4
8,牛肉,高熱量,master,5
8,雞肉,低熱量,medium,2
8,牛肉,低熱量,master,5
8,素食,高熱量,small,5
8,素食,高熱量,small,5
8,牛肉,高熱量,small,5
8,豬肉,高熱量,large,5
